10, 0.00930001735687
11, 0.00929999351501
12, 0.0141999959946
13, 0.00910000801086
14, 0.028200006485
15, 0.0170000314713
16, 0.0156999826431
17, 0.0312999725342
18, 0.0282999753952
19, 0.0422000169754
20, 0.0278999567032
21, 0.0548000574112
22, 0.0780999422073
23, 0.0953000307083
24, 0.0753000259399
25, 0.164100003242
26, 0.22349998951
27, 0.113999986649
28, 0.245599985123
29, 0.167200040817
30, 0.0938999652863
31, 0.275000047684
32, 0.16099998951
33, 0.307899975777
34, 0.146799969673
35, 0.46240003109
36, 0.264199948311
37, 0.17349998951
38, 0.926799964905
39, 0.24859995842
40, 0.356299972534
41, 1.15629999638
42, 4.50479998589
43, 0.903000020981
44, 0.31259996891
45, 0.35150001049
46, 0.347000026703
47, 1.32809996605
48, 1.90459997654
49, 0.550099992752
50, 2.11739997864
51, 0.981200003624
52, 0.911000013351
53, 1.05179998875
54, 0.926399993896
55, 5.07660005093
56, 0.456200027466
57, 0.71240003109
58, 0.722000026703
59, 0.327900028229
