what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.rse.connectorservice.telnet,1.1.0.v20080604,org.eclipse.rse.connectorservice.telnet,1256614543062
stopped,bundle,org.eclipse.rse.dstore.security,3.0.0.v20080609,org.eclipse.rse.dstore.security,1256614543062
stopped,bundle,org.eclipse.rse.efs,2.1.1.v200809041200,org.eclipse.rse.efs,1256614543062
stopped,bundle,org.eclipse.rse.subsystems.shells.core,3.0.0.v20080604,org.eclipse.rse.subsystems.shells.core,1256614543062
stopped,bundle,org.eclipse.rse.subsystems.files.core,3.0.1.v200809041200,org.eclipse.rse.subsystems.files.core,1256614543062
stopped,bundle,org.eclipse.rse.subsystems.processes.shell.linux,1.1.1.v20080714,org.eclipse.rse.subsystems.processes.shell.linux,1256614543062
stopped,bundle,org.eclipse.rse.subsystems.processes.core,3.0.0.v20080529,org.eclipse.rse.subsystems.processes.core,1256614543062
stopped,bundle,org.eclipse.rse.terminals.ui,0.1.1.v200809161200,org.eclipse.rse.terminals.ui,1256614543062
stopped,bundle,org.eclipse.rse.subsystems.terminals.core,0.1.1.v20080714,org.eclipse.rse.subsystems.terminals.core,1256614543062
stopped,bundle,org.eclipse.rse.ui,3.0.1.v200809041200,org.eclipse.rse.ui,1256614543062
stopped,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1256614543062
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.103.v200807162242,org.eclipse.jst.ws.axis2.core,1256614543078
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.307.v200809120130,org.eclipse.wst.ws.explorer,1256614543078
stopped,bundle,org.eclipse.wst.ws.ui,1.1.0.v200805140300,org.eclipse.wst.ws.ui,1256614543078
stopped,bundle,org.eclipse.wst.command.env.ui,1.1.1.v200807162242,org.eclipse.wst.command.env.ui,1256614543078
stopped,bundle,org.eclipse.wst.validation.ui,1.2.1.v200807292117,org.eclipse.wst.validation.ui,1256614543078
stopped,bundle,org.eclipse.wst.common.frameworks.ui,1.1.200.v200805221400,org.eclipse.wst.common.frameworks.ui,1256614543078
stopped,bundle,org.eclipse.wst.common.project.facet.ui,1.3.2.v200809022055,org.eclipse.wst.common.project.facet.ui,1256614543078
stopped,bundle,org.eclipse.wst.common.snippets,1.1.200.v200805140415,org.eclipse.wst.common.snippets,1256614543078
stopped,bundle,org.eclipse.wst.internet.monitor.ui,1.0.304.v200805140145,org.eclipse.wst.internet.monitor.ui,1256614543078
stopped,bundle,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.ide,1256614543078
stopped,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1256614543078
stopped,bundle,org.eclipse.ui.intro.universal,3.2.200.v20080508,org.eclipse.ui.intro.universal,1256614543078
stopped,bundle,org.eclipse.ui.intro,3.2.201.v20080702_34x,org.eclipse.ui.intro,1256614543078
stopped,bundle,org.eclipse.ui.views.properties.tabbed,3.4.1.M20080730-0800,org.eclipse.ui.views.properties.tabbed,1256614543078
