what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256177989781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256177989828
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178004828
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256178013953
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256178014546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256178018296
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256178018890
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178078843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178090328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178100546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178113046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178113062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178307781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178313890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178313890
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256178313968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256179680937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256179720390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256179720390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256179720484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256179736750
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256179754640
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256179759421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256179784375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256179961828
