what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453637171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453646500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453668375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453715187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453715203
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453715296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453763015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453774375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256453930078
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1256454189437
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1256454189562
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256454191578
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1256454192171
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256454194546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454195687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454199281
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454224125
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454256562
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1256454290781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454291687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454291687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454291765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454982531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256454983593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256455058484
