what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256455058906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256455059578
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524736125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524736687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524738531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524779375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524779906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524779921
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524780000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524913343
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1256524985484
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1256524985562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524988906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256524990031
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256525011187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525029875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525032875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525057500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525125390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525156484
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525167453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525168062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525264171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525264656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256525264671
