what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.bugzilla.core,1256550427171
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.bugzilla.ui,1256550427281
started,bundle,org.eclipse.ui.forms,3.3.101.v20080708_34x,org.eclipse.ui.forms,1256550427984
started,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1256550428296
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1256550429453
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1256550429531
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1256550429546
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1256550429843
started,bundle,org.eclipse.jsch.core,1.1.100.I20080604,org.eclipse.jsch.core,1256550430312
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1256550430312
started,bundle,org.eclipse.team.ui,3.4.1.r34x_20080827,org.eclipse.team.ui,1256550430390
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1256550430875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256550445718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551213703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551220984
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551222546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551247250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551247250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551247328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551300078
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551300703
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551300703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551300812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551301531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256551739171
