10, 0.00939998626709
11, 0.00789997577667
12, 0.00960001945496
13, 0.00640001296997
14, 0.0156000137329
15, 0.0170999765396
16, 0.0202000617981
17, 0.0156000375748
18, 0.0154000043869
19, 0.0203999996185
20, 0.0281000137329
21, 0.0296000003815
22, 0.0344000101089
23, 0.0250999927521
24, 0.0311999797821
25, 0.0375
26, 0.0327999591827
27, 0.0341000318527
28, 0.0405999898911
29, 0.0468000650406
30, 0.0482000112534
31, 0.0483999967575
32, 0.0592000007629
33, 0.0686000108719
34, 0.0641000270844
35, 0.0718999862671
36, 0.0577999830246
37, 0.0700000286102
38, 0.0748999834061
39, 0.0781999588013
40, 0.0937000274658
41, 0.0782999753952
42, 0.103200078011
43, 0.0861000537872
44, 0.103099989891
45, 0.131000041962
46, 0.0967000007629
47, 0.114199972153
48, 0.143699979782
49, 0.148299956322
50, 0.132800006866
51, 0.132700014114
52, 0.162399959564
53, 0.151500034332
54, 0.157599949837
55, 0.23290002346
56, 0.154599952698
57, 0.168699979782
58, 0.210699987411
59, 0.198200082779
