10, 12
11, 12
12, 15
13, 16
14, 16
15, 16
16, 21
17, 18
18, 19
19, 25
20, 22
21, 25
22, 29
23, 33
24, 30
25, 32
26, 32
27, 36
28, 38
29, 33
30, 39
31, 41
32, 38
33, 47
34, 44
35, 46
36, 45
37, 43
38, 46
39, 44
40, 52
41, 51
42, 53
43, 51
44, 56
45, 50
46, 55
47, 60
48, 51
49, 58
50, 62
51, 57
52, 60
53, 66
54, 67
55, 64
56, 67
57, 68
58, 66
59, 63
60, 70
61, 71
62, 70
63, 77
64, 78
65, 74
66, 77
67, 78
68, 77
69, 81
70, 80
71, 78
72, 85
73, 84
74, 84
75, 87
76, 88
77, 93
78, 88
79, 91
80, 87
81, 92
82, 94
83, 97
84, 98
85, 101
86, 99
87, 100
88, 104
