10, 24
11, 25
12, 32
13, 32
14, 34
15, 35
16, 44
17, 38
18, 43
19, 54
20, 50
21, 56
22, 56
23, 63
24, 60
25, 66
26, 66
27, 69
28, 70
29, 67
30, 81
31, 79
32, 69
33, 93
34, 90
35, 83
36, 87
37, 90
38, 88
39, 87
40, 102
41, 98
42, 99
43, 96
44, 101
45, 98
46, 91
47, 113
48, 100
49, 118
50, 107
51, 105
52, 110
53, 118
54, 114
55, 123
56, 109
57, 118
58, 115
59, 123
60, 124
61, 120
62, 130
63, 133
64, 132
65, 132
66, 130
67, 140
68, 137
69, 138
70, 141
71, 144
72, 151
73, 136
74, 138
75, 147
76, 159
77, 150
78, 150
79, 155
80, 145
81, 155
82, 159
83, 156
84, 151
85, 166
86, 171
87, 163
88, 171
