10, 40
11, 46
12, 53
13, 58
14, 69
15, 73
16, 89
17, 90
18, 98
19, 110
20, 118
21, 112
22, 118
23, 127
24, 134
25, 141
26, 150
27, 159
28, 166
29, 175
30, 181
31, 188
32, 196
33, 212
34, 215
35, 223
36, 233
37, 242
38, 250
39, 255
40, 267
41, 258
42, 273
43, 268
44, 291
45, 302
46, 295
47, 312
48, 315
49, 333
50, 335
51, 341
52, 346
53, 343
54, 373
55, 365
56, 378
57, 393
58, 397
59, 413
60, 410
61, 414
62, 430
63, 447
64, 445
65, 455
66, 451
67, 471
68, 476
69, 484
70, 503
71, 490
72, 521
73, 511
74, 522
75, 518
76, 541
77, 548
78, 556
79, 568
80, 579
81, 585
82, 584
83, 612
84, 624
85, 618
86, 623
87, 640
88, 652
